id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
415864,1876,8/19/2014 19:29,Temporary Transbay Terminal (Howard at Beale),55,8/19/2014 20:01,Temporary Transbay Terminal (Howard at Beale),55,477,Customer,60661
577838,495,12/16/2014 12:52,Harry Bridges Plaza (Ferry Building),50,12/16/2014 13:00,2nd at Townsend,61,496,Subscriber,94608
99680,636,11/18/2013 8:29,Steuart at Market,74,11/18/2013 8:40,San Francisco Caltrain 2 (330 Townsend),69,611,Customer,94939
486290,339,10/7/2014 8:53,2nd at Folsom,62,10/7/2014 8:59,Clay at Battery,41,404,Subscriber,94107
40792,1258,9/30/2013 19:29,Market at 4th,76,9/30/2013 19:50,South Van Ness at Market,66,435,Customer,33140
143655,301,1/6/2014 10:13,Market at 10th,67,1/6/2014 10:18,Market at 4th,76,545,Subscriber,94102
772314,520,5/19/2015 7:24,Ryland Park,84,5/19/2015 7:32,Santa Clara County Civic Center,80,641,Subscriber,95112
395494,286,8/5/2014 18:21,Market at 10th,67,8/5/2014 18:26,Powell Street BART,39,507,Subscriber,94103
23606,377,9/16/2013 17:50,Grant Avenue at Columbus Avenue,73,9/16/2013 17:56,Market at Sansome,77,534,Subscriber,94133
81525,611,11/3/2013 6:49,Market at Sansome,77,11/3/2013 6:59,Embarcadero at Sansome,60,315,Subscriber,94301
72736,186,10/26/2013 0:02,2nd at South Park,64,10/26/2013 0:05,2nd at Townsend,61,413,Subscriber,94107
17434,333,9/11/2013 8:20,Redwood City Caltrain Station,22,9/11/2013 8:25,Redwood City Medical Center,26,308,Subscriber,94105
486446,668,10/7/2014 9:28,Townsend at 7th,65,10/7/2014 9:39,Market at 10th,67,268,Subscriber,95119
50757,749,10/8/2013 19:40,San Francisco Caltrain 2 (330 Townsend),69,10/8/2013 19:53,Powell at Post (Union Square),71,361,Subscriber,94109
820099,436,6/24/2015 9:16,Market at Sansome,77,6/24/2015 9:23,2nd at Folsom,62,268,Subscriber,94114
269845,812,5/2/2014 16:54,Spear at Folsom,49,5/2/2014 17:08,San Francisco Caltrain 2 (330 Townsend),69,580,Subscriber,94103
279834,155,5/11/2014 18:54,Commercial at Montgomery,45,5/11/2014 18:57,Market at Sansome,77,506,Subscriber,94107
519830,193,10/28/2014 19:05,2nd at Townsend,61,10/28/2014 19:08,2nd at Folsom,62,593,Subscriber,94608
180432,425,2/11/2014 8:29,San Francisco Caltrain (Townsend at 4th),70,2/11/2014 8:36,Yerba Buena Center of the Arts (3rd @ Howard),68,484,Subscriber,94087
385381,733,7/29/2014 17:32,Santa Clara County Civic Center,80,7/29/2014 17:44,Japantown,9,30,Subscriber,95018
800706,694,6/9/2015 18:10,Market at 10th,67,6/9/2015 18:22,San Francisco Caltrain 2 (330 Townsend),69,544,Subscriber,95120
867883,512,7/29/2015 18:09,Paseo de San Antonio,7,7/29/2015 18:18,SJSU - San Salvador at 9th,16,240,Subscriber,95112
720571,304,4/10/2015 16:35,Mechanics Plaza (Market at Battery),75,4/10/2015 16:41,Broadway St at Battery St,82,599,Subscriber,94107
750565,672,5/2/2015 17:41,2nd at Townsend,61,5/2/2015 17:52,Embarcadero at Folsom,51,632,Customer,nil
106521,1808,11/24/2013 19:42,2nd at South Park,64,11/24/2013 20:12,San Francisco Caltrain (Townsend at 4th),70,352,Subscriber,94105
732582,1370,4/20/2015 9:23,Harry Bridges Plaza (Ferry Building),50,4/20/2015 9:46,San Francisco Caltrain 2 (330 Townsend),69,466,Subscriber,94903
594180,750,1/7/2015 9:16,Golden Gate at Polk,59,1/7/2015 9:28,San Francisco Caltrain 2 (330 Townsend),69,633,Subscriber,94107
558377,520,11/25/2014 16:58,Powell Street BART,39,11/25/2014 17:07,Harry Bridges Plaza (Ferry Building),50,609,Subscriber,94102
354337,765,7/8/2014 8:47,San Francisco Caltrain 2 (330 Townsend),69,7/8/2014 9:00,Harry Bridges Plaza (Ferry Building),50,537,Subscriber,94043
142105,821,1/3/2014 18:04,San Francisco Caltrain 2 (330 Townsend),69,1/3/2014 18:18,Golden Gate at Polk,59,423,Subscriber,94109
899892,660,8/21/2015 9:39,2nd at South Park,64,8/21/2015 9:50,Embarcadero at Vallejo,48,535,Subscriber,94602
779699,398,5/24/2015 15:18,Harry Bridges Plaza (Ferry Building),50,5/24/2015 15:25,Embarcadero at Sansome,60,600,Subscriber,94107
17788,506,9/11/2013 12:59,Townsend at 7th,65,9/11/2013 13:07,Market at 10th,67,459,Customer,94127
55803,791,10/12/2013 17:55,Civic Center BART (7th at Market),72,10/12/2013 18:08,Harry Bridges Plaza (Ferry Building),50,399,Customer,94109
445894,436,9/10/2014 8:28,Embarcadero at Folsom,51,9/10/2014 8:35,Yerba Buena Center of the Arts (3rd @ Howard),68,516,Subscriber,95131
631357,415,2/4/2015 10:53,San Francisco Caltrain 2 (330 Townsend),69,2/4/2015 11:00,5th at Howard,57,404,Subscriber,94402
537009,890,11/10/2014 7:17,Market at Sansome,77,11/10/2014 7:32,2nd at Folsom,62,672,Subscriber,94582
410762,256,8/15/2014 16:41,Civic Center BART (7th at Market),72,8/15/2014 16:46,Powell Street BART,39,96,Subscriber,94803
832517,407,7/3/2015 11:07,2nd at Townsend,61,7/3/2015 11:14,Spear at Folsom,49,524,Subscriber,89451
338073,252,6/24/2014 20:58,Harry Bridges Plaza (Ferry Building),50,6/24/2014 21:02,Embarcadero at Vallejo,48,421,Customer,30080
637689,421,2/10/2015 9:21,San Jose Diridon Caltrain Station,2,2/10/2015 9:29,San Pedro Square,6,174,Subscriber,94103
413509,1611,8/18/2014 16:32,Market at 10th,67,8/18/2014 16:58,Powell at Post (Union Square),71,387,Customer,nil
722695,201,4/13/2015 9:22,Steuart at Market,74,4/13/2015 9:25,Embarcadero at Vallejo,48,259,Subscriber,94114
876303,960,8/5/2015 8:03,San Francisco Caltrain (Townsend at 4th),70,8/5/2015 8:19,Davis at Jackson,42,327,Subscriber,94024
888621,173,8/13/2015 14:18,Davis at Jackson,42,8/13/2015 14:21,Embarcadero at Vallejo,48,360,Subscriber,94804
243968,643,4/10/2014 16:27,Temporary Transbay Terminal (Howard at Beale),55,4/10/2014 16:38,San Francisco Caltrain (Townsend at 4th),70,496,Subscriber,94403
659256,377,2/26/2015 9:15,Yerba Buena Center of the Arts (3rd @ Howard),68,2/26/2015 9:21,San Francisco Caltrain (Townsend at 4th),70,388,Customer,10001
902621,382,8/24/2015 13:15,Post at Kearny,47,8/24/2015 13:21,Steuart at Market,74,578,Subscriber,94117
737274,409,4/22/2015 21:26,San Francisco Caltrain (Townsend at 4th),70,4/22/2015 21:33,Embarcadero at Bryant,54,461,Subscriber,94105
385868,435,7/29/2014 21:28,Market at 4th,76,7/29/2014 21:35,San Francisco Caltrain 2 (330 Townsend),69,392,Subscriber,94404
574078,920,12/10/2014 20:34,Harry Bridges Plaza (Ferry Building),50,12/10/2014 20:49,Townsend at 7th,65,306,Subscriber,94107
300764,236,5/28/2014 8:58,2nd at Folsom,62,5/28/2014 9:02,Market at Sansome,77,446,Subscriber,94028
668983,1294,3/5/2015 9:25,Clay at Battery,41,3/5/2015 9:47,San Francisco Caltrain (Townsend at 4th),70,397,Subscriber,94133
179575,508,2/10/2014 13:08,San Pedro Square,6,2/10/2014 13:16,Japantown,9,649,Subscriber,95112
219624,936,3/19/2014 10:09,San Francisco Caltrain 2 (330 Townsend),69,3/19/2014 10:25,Market at 10th,67,542,Subscriber,94086
711451,186,4/3/2015 16:38,Howard at 2nd,63,4/3/2015 16:41,2nd at South Park,64,288,Subscriber,94107
489375,377,10/8/2014 17:33,Embarcadero at Vallejo,48,10/8/2014 17:39,Embarcadero at Bryant,54,489,Subscriber,94105
473358,739,9/29/2014 6:48,Temporary Transbay Terminal (Howard at Beale),55,9/29/2014 7:00,Townsend at 7th,65,284,Subscriber,94501
878393,574,8/6/2015 9:17,Steuart at Market,74,8/6/2015 9:27,2nd at Townsend,61,321,Subscriber,94579
522315,305,10/30/2014 8:23,Embarcadero at Sansome,60,10/30/2014 8:29,Steuart at Market,74,469,Subscriber,94705
280087,657,5/12/2014 8:11,Harry Bridges Plaza (Ferry Building),50,5/12/2014 8:22,Townsend at 7th,65,434,Subscriber,94925
169087,566,1/28/2014 19:08,Market at 4th,76,1/28/2014 19:18,Commercial at Montgomery,45,470,Subscriber,94133
553512,1128,11/21/2014 10:53,San Antonio Caltrain Station,29,11/21/2014 11:12,California Ave Caltrain Station,36,671,Subscriber,94306
470055,309,9/25/2014 18:22,Davis at Jackson,42,9/25/2014 18:27,Embarcadero at Sansome,60,498,Subscriber,94111
455971,221,9/16/2014 17:21,Market at Sansome,77,9/16/2014 17:25,Steuart at Market,74,410,Subscriber,94920
181481,159,2/12/2014 2:11,Post at Kearney,47,2/12/2014 2:13,Howard at 2nd,63,292,Subscriber,94107
786293,945,5/29/2015 16:11,Embarcadero at Vallejo,48,5/29/2015 16:27,San Francisco Caltrain (Townsend at 4th),70,386,Subscriber,95110
385574,535,7/29/2014 18:20,Howard at 2nd,63,7/29/2014 18:29,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,94303
30878,398,9/22/2013 18:29,Market at 4th,76,9/22/2013 18:35,Temporary Transbay Terminal (Howard at Beale),55,345,Subscriber,94105
697207,211,3/25/2015 12:36,Market at Sansome,77,3/25/2015 12:39,Beale at Market,56,515,Subscriber,94960
570284,503,12/8/2014 17:33,San Jose Diridon Caltrain Station,2,12/8/2014 17:42,Paseo de San Antonio,7,305,Subscriber,95113
340819,252,6/26/2014 15:56,Adobe on Almaden,5,6/26/2014 16:00,San Jose Diridon Caltrain Station,2,72,Subscriber,94002
757238,684,5/7/2015 10:02,5th at Howard,57,5/7/2015 10:13,Embarcadero at Vallejo,48,622,Subscriber,94103
304169,355,5/30/2014 11:26,Civic Center BART (7th at Market),72,5/30/2014 11:32,Market at 4th,76,471,Subscriber,94105
599208,591,1/11/2015 12:23,Market at 4th,76,1/11/2015 12:33,Steuart at Market,74,361,Customer,94941
359640,357,7/11/2014 9:58,Steuart at Market,74,7/11/2014 10:04,Howard at 2nd,63,554,Subscriber,94947
774438,699,5/20/2015 8:45,Harry Bridges Plaza (Ferry Building),50,5/20/2015 8:57,San Francisco Caltrain (Townsend at 4th),70,504,Subscriber,94591
597962,408,1/9/2015 15:13,5th at Howard,57,1/9/2015 15:19,San Francisco Caltrain (Townsend at 4th),70,709,Subscriber,94070
838808,313,7/8/2015 19:04,Mountain View Caltrain Station,28,7/8/2015 19:09,Castro Street and El Camino Real,32,642,Subscriber,94024
525538,322,11/2/2014 10:52,5th at Howard,57,11/2/2014 10:57,Powell at Post (Union Square),71,687,Subscriber,94103
412529,1499,8/18/2014 6:55,Embarcadero at Sansome,60,8/18/2014 7:20,San Francisco Caltrain (Townsend at 4th),70,309,Subscriber,94111
886115,362,8/12/2015 8:33,2nd at Folsom,62,8/12/2015 8:39,Commercial at Montgomery,45,607,Subscriber,94107
540908,423,11/12/2014 8:41,Temporary Transbay Terminal (Howard at Beale),55,11/12/2014 8:48,Embarcadero at Vallejo,48,222,Subscriber,94602
221159,4064,3/20/2014 10:21,Embarcadero at Vallejo,48,3/20/2014 11:29,Harry Bridges Plaza (Ferry Building),50,259,Customer,94108
304585,271,5/30/2014 16:57,San Antonio Shopping Center,31,5/30/2014 17:02,San Antonio Caltrain Station,29,307,Subscriber,94070
856232,511,7/21/2015 18:10,Embarcadero at Folsom,51,7/21/2015 18:18,San Francisco Caltrain 2 (330 Townsend),69,582,Subscriber,94087
49186,208,10/7/2013 17:20,Townsend at 7th,65,10/7/2013 17:23,San Francisco Caltrain (Townsend at 4th),70,498,Subscriber,94158
617986,415,1/26/2015 8:02,Market at 10th,67,1/26/2015 8:09,Market at 4th,76,278,Subscriber,94103
472110,370,9/27/2014 8:06,San Francisco Caltrain 2 (330 Townsend),69,9/27/2014 8:12,2nd at South Park,64,428,Subscriber,94107
839585,303,7/9/2015 9:53,Howard at 2nd,63,7/9/2015 9:58,Embarcadero at Folsom,51,434,Subscriber,94105
247366,468,4/14/2014 11:06,Powell Street BART,39,4/14/2014 11:13,Market at 10th,67,443,Customer,10018
607657,398,1/16/2015 17:18,Howard at 2nd,63,1/16/2015 17:25,Post at Kearny,47,371,Subscriber,94107
683893,271,3/16/2015 16:41,Steuart at Market,74,3/16/2015 16:46,Embarcadero at Bryant,54,621,Subscriber,94105
25020,511,9/17/2013 18:04,Embarcadero at Sansome,60,9/17/2013 18:13,Steuart at Market,74,270,Subscriber,94117
334704,173,6/23/2014 6:50,Grant Avenue at Columbus Avenue,73,6/23/2014 6:53,Commercial at Montgomery,45,431,Subscriber,94133
713043,220,4/6/2015 8:28,Harry Bridges Plaza (Ferry Building),50,4/6/2015 8:32,Market at Sansome,77,625,Subscriber,94105
141053,662,1/2/2014 19:18,Spear at Folsom,49,1/2/2014 19:29,Townsend at 7th,65,400,Subscriber,94107
890968,615,8/14/2015 19:10,Harry Bridges Plaza (Ferry Building),50,8/14/2015 19:21,2nd at Townsend,61,584,Subscriber,94107
149777,592,1/10/2014 18:22,Howard at 2nd,63,1/10/2014 18:32,Embarcadero at Sansome,60,547,Subscriber,94111
414701,460,8/19/2014 9:16,2nd at Townsend,61,8/19/2014 9:24,Steuart at Market,74,267,Subscriber,94070
433897,442,9/2/2014 8:54,Clay at Battery,41,9/2/2014 9:01,Embarcadero at Folsom,51,502,Subscriber,94105
67042,447,10/21/2013 18:18,2nd at Townsend,61,10/21/2013 18:26,Temporary Transbay Terminal (Howard at Beale),55,392,Subscriber,94606
445358,236,9/9/2014 19:14,Embarcadero at Bryant,54,9/9/2014 19:18,2nd at Townsend,61,556,Subscriber,94122
615153,245,1/22/2015 18:50,Santa Clara at Almaden,4,1/22/2015 18:54,San Jose Diridon Caltrain Station,2,15,Subscriber,95020
399516,1182,8/7/2014 20:50,Market at 4th,76,8/7/2014 21:10,Townsend at 7th,65,412,Subscriber,94103
356986,257,7/9/2014 17:46,San Antonio Shopping Center,31,7/9/2014 17:50,San Antonio Caltrain Station,29,202,Subscriber,94040
399937,1083,8/8/2014 9:07,Golden Gate at Polk,59,8/8/2014 9:25,Commercial at Montgomery,45,560,Subscriber,94102
542944,263,11/13/2014 10:27,Harry Bridges Plaza (Ferry Building),50,11/13/2014 10:32,Embarcadero at Vallejo,48,317,Subscriber,94111
400344,414,8/8/2014 13:25,Civic Center BART (7th at Market),72,8/8/2014 13:32,Market at Sansome,77,528,Subscriber,94103
777461,189,5/21/2015 22:15,Paseo de San Antonio,7,5/21/2015 22:18,San Salvador at 1st,8,705,Subscriber,95112
807684,106,6/15/2015 17:05,2nd at Folsom,62,6/15/2015 17:06,Howard at 2nd,63,586,Subscriber,94611
380409,740,7/25/2014 16:33,South Van Ness at Market,66,7/25/2014 16:46,San Francisco Caltrain (Townsend at 4th),70,632,Subscriber,94061
582959,541,12/22/2014 10:44,Powell at Post (Union Square),71,12/22/2014 10:53,Broadway St at Battery St,82,387,Subscriber,94109
685171,518,3/17/2015 9:18,Steuart at Market,74,3/17/2015 9:27,2nd at Townsend,61,575,Subscriber,94612
334669,168,6/23/2014 5:49,2nd at Folsom,62,6/23/2014 5:52,Market at Sansome,77,528,Subscriber,94107
654611,369,2/23/2015 17:09,Powell Street BART,39,2/23/2015 17:15,Washington at Kearny,46,360,Subscriber,94133
313056,1390,6/5/2014 22:44,San Pedro Square,6,6/5/2014 23:07,MLK Library,11,253,Customer,95113
175226,348,2/4/2014 8:44,San Francisco Caltrain (Townsend at 4th),70,2/4/2014 8:50,5th at Howard,57,328,Subscriber,95110
179650,1662,2/10/2014 14:53,Civic Center BART (7th at Market),72,2/10/2014 15:21,Civic Center BART (7th at Market),72,497,Customer,92614
662379,228,2/28/2015 22:54,Arena Green / SAP Center,14,2/28/2015 22:58,Santa Clara at Almaden,4,63,Subscriber,95113
751642,260,5/4/2015 9:06,Grant Avenue at Columbus Avenue,73,5/4/2015 9:11,Clay at Battery,41,427,Subscriber,94133
751590,211,5/4/2015 8:56,San Jose Diridon Caltrain Station,2,5/4/2015 8:59,Santa Clara at Almaden,4,202,Subscriber,95126
408956,996,8/14/2014 13:43,Steuart at Market,74,8/14/2014 14:00,Steuart at Market,74,449,Subscriber,94121
697322,232,3/25/2015 14:07,Beale at Market,56,3/25/2015 14:10,Temporary Transbay Terminal (Howard at Beale),55,567,Subscriber,94403
573706,886,12/10/2014 17:07,Market at Sansome,77,12/10/2014 17:21,Powell Street BART,39,603,Subscriber,94030
620985,252,1/27/2015 18:29,San Francisco Caltrain 2 (330 Townsend),69,1/27/2015 18:33,Townsend at 7th,65,282,Subscriber,94107
38737,2057,9/28/2013 17:36,5th at Howard,57,9/28/2013 18:10,Civic Center BART (7th at Market),72,395,Customer,33132
609629,547,1/19/2015 14:53,Embarcadero at Bryant,54,1/19/2015 15:02,Broadway St at Battery St,82,440,Subscriber,94107
627251,466,2/2/2015 7:47,San Francisco Caltrain 2 (330 Townsend),69,2/2/2015 7:55,Howard at 2nd,63,379,Subscriber,94107
820647,797,6/24/2015 16:40,San Francisco Caltrain (Townsend at 4th),70,6/24/2015 16:54,Harry Bridges Plaza (Ferry Building),50,594,Subscriber,94133
758142,470,5/7/2015 18:59,Powell Street BART,39,5/7/2015 19:07,Harry Bridges Plaza (Ferry Building),50,371,Subscriber,94103
62596,217,10/17/2013 18:13,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 18:17,2nd at Townsend,61,551,Subscriber,94158
342129,671,6/27/2014 12:06,Golden Gate at Polk,59,6/27/2014 12:18,Market at Sansome,77,315,Subscriber,94102
633430,714,2/5/2015 16:15,Clay at Battery,41,2/5/2015 16:27,5th at Howard,57,340,Customer,nil
860340,685,7/24/2015 8:48,San Francisco Caltrain (Townsend at 4th),70,7/24/2015 8:59,Temporary Transbay Terminal (Howard at Beale),55,581,Subscriber,94022
485332,643,10/6/2014 17:23,2nd at South Park,64,10/6/2014 17:34,Commercial at Montgomery,45,498,Customer,90211
865017,720,7/28/2015 9:20,2nd at Townsend,61,7/28/2015 9:32,Temporary Transbay Terminal (Howard at Beale),55,502,Subscriber,95014
195546,377,2/25/2014 13:17,Steuart at Market,74,2/25/2014 13:23,Embarcadero at Sansome,60,534,Subscriber,94597
784152,503,5/28/2015 9:08,Civic Center BART (7th at Market),72,5/28/2015 9:17,Post at Kearny,47,401,Subscriber,94107
585036,723,12/24/2014 7:45,San Francisco Caltrain (Townsend at 4th),70,12/24/2014 7:57,Embarcadero at Folsom,51,556,Subscriber,94403
883164,707,8/10/2015 15:36,Civic Center BART (7th at Market),72,8/10/2015 15:48,Commercial at Montgomery,45,455,Subscriber,94702
117173,292,12/6/2013 8:03,Steuart at Market,74,12/6/2013 8:08,Embarcadero at Vallejo,48,502,Subscriber,94556
220767,951,3/20/2014 7:42,South Van Ness at Market,66,3/20/2014 7:58,Embarcadero at Vallejo,48,338,Subscriber,94103
523385,740,10/30/2014 17:29,Townsend at 7th,65,10/30/2014 17:41,South Van Ness at Market,66,390,Subscriber,94107
818758,8567,6/23/2015 15:46,Mechanics Plaza (Market at Battery),75,6/23/2015 18:08,Market at 10th,67,526,Customer,39
457224,216,9/17/2014 9:45,Mountain View Caltrain Station,28,9/17/2014 9:49,Mountain View City Hall,27,680,Subscriber,94401
564646,488,12/3/2014 17:32,Harry Bridges Plaza (Ferry Building),50,12/3/2014 17:40,Market at 4th,76,342,Subscriber,94501
468372,642,9/24/2014 18:07,Market at 4th,76,9/24/2014 18:18,Townsend at 7th,65,497,Subscriber,94122
617665,606,1/25/2015 17:06,Grant Avenue at Columbus Avenue,73,1/25/2015 17:16,Market at 4th,76,634,Subscriber,94111
551496,446,11/19/2014 20:07,2nd at Townsend,61,11/19/2014 20:15,Temporary Transbay Terminal (Howard at Beale),55,446,Subscriber,94608
794715,1007,6/4/2015 18:10,Broadway St at Battery St,82,6/4/2015 18:26,San Francisco Caltrain 2 (330 Townsend),69,599,Subscriber,94301
103069,438,11/21/2013 10:10,Post at Kearney,47,11/21/2013 10:18,Davis at Jackson,42,462,Subscriber,94110
463519,494,9/22/2014 9:20,2nd at South Park,64,9/22/2014 9:28,Market at Sansome,77,402,Subscriber,95051
199990,483,3/3/2014 9:39,Civic Center BART (7th at Market),72,3/3/2014 9:47,Townsend at 7th,65,553,Subscriber,94549
166891,293,1/27/2014 8:49,Market at Sansome,77,1/27/2014 8:54,2nd at South Park,64,555,Subscriber,94552
818354,1146,6/23/2015 9:39,Embarcadero at Sansome,60,6/23/2015 9:58,Golden Gate at Polk,59,331,Subscriber,94133
657817,178,2/25/2015 13:03,Beale at Market,56,2/25/2015 13:06,Davis at Jackson,42,437,Subscriber,94609
266740,356,4/30/2014 16:24,Evelyn Park and Ride,30,4/30/2014 16:30,Mountain View Caltrain Station,28,242,Subscriber,94102
398374,217,8/7/2014 10:12,Harry Bridges Plaza (Ferry Building),50,8/7/2014 10:16,Embarcadero at Vallejo,48,436,Subscriber,94114
128799,254,12/17/2013 17:14,2nd at South Park,64,12/17/2013 17:18,Market at Sansome,77,379,Subscriber,94588
344745,392,6/30/2014 9:13,Beale at Market,56,6/30/2014 9:20,Embarcadero at Sansome,60,564,Subscriber,94131
57104,257,10/14/2013 9:01,Mountain View Caltrain Station,28,10/14/2013 9:05,Mountain View City Hall,27,244,Subscriber,94123
784384,249,5/28/2015 12:11,Townsend at 7th,65,5/28/2015 12:15,San Francisco Caltrain 2 (330 Townsend),69,109,Subscriber,94608
720048,239,4/10/2015 9:47,Broadway St at Battery St,82,4/10/2015 9:51,Steuart at Market,74,343,Subscriber,94133
194175,425,2/24/2014 13:40,Commercial at Montgomery,45,2/24/2014 13:47,Commercial at Montgomery,45,433,Subscriber,94704
900328,602,8/21/2015 16:03,San Francisco Caltrain (Townsend at 4th),70,8/21/2015 16:13,Harry Bridges Plaza (Ferry Building),50,378,Subscriber,94111
774144,360,5/20/2015 7:07,Grant Avenue at Columbus Avenue,73,5/20/2015 7:13,Market at Sansome,77,271,Subscriber,94133
247465,16113,4/14/2014 13:02,Market at 4th,76,4/14/2014 17:30,Embarcadero at Sansome,60,547,Customer,3000
558647,244,11/25/2014 18:17,Embarcadero at Folsom,51,11/25/2014 18:21,Beale at Market,56,489,Subscriber,94105
728800,231,4/16/2015 17:03,Townsend at 7th,65,4/16/2015 17:06,San Francisco Caltrain 2 (330 Townsend),69,394,Subscriber,95054
321508,210,6/12/2014 10:10,San Francisco Caltrain 2 (330 Townsend),69,6/12/2014 10:14,Townsend at 7th,65,313,Subscriber,94404
454361,554,9/15/2014 19:07,2nd at South Park,64,9/15/2014 19:16,2nd at South Park,64,384,Subscriber,94107
836318,513,7/7/2015 15:46,Temporary Transbay Terminal (Howard at Beale),55,7/7/2015 15:55,San Francisco Caltrain (Townsend at 4th),70,577,Subscriber,95032
483447,335,10/5/2014 8:11,Civic Center BART (7th at Market),72,10/5/2014 8:17,Post at Kearny,47,269,Subscriber,94109
614029,814,1/22/2015 8:54,Townsend at 7th,65,1/22/2015 9:07,Temporary Transbay Terminal (Howard at Beale),55,453,Subscriber,94117
666761,620,3/4/2015 7:48,San Francisco Caltrain (Townsend at 4th),70,3/4/2015 7:58,Commercial at Montgomery,45,542,Subscriber,94024
278955,462,5/10/2014 9:31,Harry Bridges Plaza (Ferry Building),50,5/10/2014 9:39,Post at Kearny,47,372,Customer,95825
592275,552,1/6/2015 8:26,Powell at Post (Union Square),71,1/6/2015 8:35,Embarcadero at Sansome,60,461,Subscriber,94109
773648,731,5/19/2015 17:48,Market at Sansome,77,5/19/2015 18:00,San Francisco Caltrain (Townsend at 4th),70,209,Subscriber,93401
254229,388,4/19/2014 8:46,San Pedro Square,6,4/19/2014 8:52,San Jose Diridon Caltrain Station,2,664,Subscriber,95110
805870,9019,6/13/2015 14:05,Evelyn Park and Ride,30,6/13/2015 16:35,Evelyn Park and Ride,30,154,Customer,94086
612776,607,1/21/2015 13:06,Market at 4th,76,1/21/2015 13:16,2nd at Folsom,62,569,Subscriber,94107
371198,1477,7/19/2014 17:51,Commercial at Montgomery,45,7/19/2014 18:16,2nd at Townsend,61,473,Customer,95134
291936,599,5/20/2014 17:55,San Francisco Caltrain (Townsend at 4th),70,5/20/2014 18:05,Embarcadero at Bryant,54,414,Subscriber,94105
345628,374,6/30/2014 18:08,Market at 4th,76,6/30/2014 18:14,Temporary Transbay Terminal (Howard at Beale),55,456,Subscriber,94608
470765,226,9/26/2014 9:12,Mountain View Caltrain Station,28,9/26/2014 9:15,Mountain View City Hall,27,63,Subscriber,94401
592495,475,1/6/2015 9:14,Market at 4th,76,1/6/2015 9:22,San Francisco Caltrain 2 (330 Townsend),69,511,Subscriber,94606
145841,904,1/7/2014 20:37,Market at 10th,67,1/7/2014 20:53,Grant Avenue at Columbus Avenue,73,439,Subscriber,94133
894179,647,8/18/2015 8:02,Golden Gate at Polk,59,8/18/2015 8:13,Howard at 2nd,63,606,Subscriber,94102
144938,639,1/7/2014 9:15,Civic Center BART (7th at Market),72,1/7/2014 9:25,Beale at Market,56,539,Subscriber,94114
60558,597,10/16/2013 14:37,San Francisco City Hall,58,10/16/2013 14:47,San Francisco Caltrain (Townsend at 4th),70,530,Subscriber,95125
284218,653,5/14/2014 16:58,Embarcadero at Folsom,51,5/14/2014 17:09,San Francisco Caltrain (Townsend at 4th),70,599,Subscriber,95131
111811,419,12/1/2013 15:34,SJSU - San Salvador at 9th,16,12/1/2013 15:41,MLK Library,11,649,Subscriber,95112
448587,2012,9/11/2014 15:43,Powell at Post (Union Square),71,9/11/2014 16:16,Commercial at Montgomery,45,345,Customer,15217
246862,321,4/13/2014 23:19,Harry Bridges Plaza (Ferry Building),50,4/13/2014 23:24,Embarcadero at Sansome,60,393,Subscriber,94111
584952,1085,12/23/2014 20:44,Market at 10th,67,12/23/2014 21:02,Spear at Folsom,49,454,Customer,nil
554135,481,11/21/2014 17:29,Embarcadero at Sansome,60,11/21/2014 17:37,Washington at Kearny,46,443,Subscriber,94108
643613,336,2/13/2015 17:08,San Jose Diridon Caltrain Station,2,2/13/2015 17:13,Santa Clara at Almaden,4,120,Subscriber,95110
673021,469,3/9/2015 6:21,Harry Bridges Plaza (Ferry Building),50,3/9/2015 6:28,2nd at Townsend,61,556,Subscriber,94945
324111,394,6/13/2014 22:47,Clay at Battery,41,6/13/2014 22:54,Spear at Folsom,49,611,Subscriber,94105
35384,508,9/26/2013 6:52,2nd at Townsend,61,9/26/2013 7:01,Beale at Market,56,470,Subscriber,94107
94097,638,11/13/2013 7:32,Golden Gate at Polk,59,11/13/2013 7:42,Beale at Market,56,481,Subscriber,94109
428508,177,8/28/2014 8:24,San Francisco Caltrain (Townsend at 4th),70,8/28/2014 8:27,2nd at Townsend,61,267,Subscriber,94040
227965,191,3/26/2014 19:00,2nd at South Park,64,3/26/2014 19:03,Embarcadero at Bryant,54,331,Subscriber,94611
582101,688,12/20/2014 22:37,Commercial at Montgomery,45,12/20/2014 22:48,Civic Center BART (7th at Market),72,618,Subscriber,94102
487660,351,10/7/2014 18:56,Embarcadero at Vallejo,48,10/7/2014 19:02,Steuart at Market,74,593,Subscriber,94551
909613,411,8/28/2015 9:14,2nd at Townsend,61,8/28/2015 9:21,Townsend at 7th,65,619,Subscriber,94602
467523,232,9/24/2014 9:52,2nd at South Park,64,9/24/2014 9:56,Howard at 2nd,63,461,Subscriber,94107
496480,698,10/13/2014 17:52,Embarcadero at Vallejo,48,10/13/2014 18:04,San Francisco Caltrain (Townsend at 4th),70,455,Subscriber,94602
308314,605,6/3/2014 8:33,San Francisco Caltrain (Townsend at 4th),70,6/3/2014 8:43,Temporary Transbay Terminal (Howard at Beale),55,581,Subscriber,94061
